email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32
buriedcup729@outlook.com,0,0,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,0,2,2,1,1,0,1,0,1,2,1,2
hottire211@outlook.com,2,2,1,1,2,2,1,2,0,2,1,2,2,0,2,2,1,2,1,1,1,2,2,1,2,0,1,0,0,2,2,1
acientshoes215@outlook.com,2,1,1,0,2,1,2,1,1,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2,2,0,1,2
deeptire735@gmail.com,2,1,2,2,0,2,1,1,2,2,1,2,2,0,1,2,1,1,2,2,2,0,0,2,1,0,1,0,2,2,2,0
dirtybeans14@163.com,2,2,1,2,1,0,1,1,1,2,1,1,1,2,2,1,2,2,1,1,2,2,0,1,1,2,2,2,1,2,2,2
tireddrum663@163.com,2,2,2,2,2,1,2,2,2,0,2,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1
soiledbike200@qq.com,2,1,1,1,0,0,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,0,2,2
coldsub442@outlook.com,1,1,2,2,2,1,1,1,0,2,1,1,2,1,2,2,1,1,2,1,2,1,0,2,2,0,1,2,2,2,2,2
slightlydrum888@yahoo.com,2,2,1,2,1,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,1,1,0,2,1,1,2,1,2,2,0,2
replacementbike875@qq.com,2,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,0,2,1,1,2,1
deepshoes878@outlook.com,1,1,2,2,2,1,1,2,1,0,1,1,2,2,2,2,1,2,1,1,1,0,2,2,1,2,1,2,2,2,0,2
fishybeans629@qq.com,2,1,2,0,0,2,2,2,2,0,2,2,1,0,1,2,1,1,1,2,2,1,0,2,2,2,1,1,2,0,2,1
clamyblanket825@qq.com,2,1,2,1,0,2,1,2,2,0,1,2,2,2,1,2,2,2,1,2,2,1,1,0,2,1,2,2,1,1,1,1
dirtydrum199@163.com,2,1,1,2,0,2,1,1,1,1,2,2,1,2,2,2,1,2,1,2,2,0,2,2,0,0,2,0,1,2,0,2
coldshack611@qq.com,2,2,1,1,1,2,1,2,1,2,1,0,2,2,1,2,2,1,2,1,1,2,2,2,1,0,2,0,1,2,1,2
newbeans797@163.com,2,2,2,0,0,0,2,2,2,0,1,1,0,2,2,1,0,1,2,1,2,2,2,2,2,0,1,0,1,1,2,2
coldblanket679@outlook.com,0,2,2,1,1,2,2,2,1,2,1,0,2,0,2,2,1,1,2,1,2,2,0,2,1,2,2,0,2,1,0,1
acientjeep537@163.com,2,1,2,2,0,2,1,2,0,1,1,2,0,0,2,2,2,2,1,2,0,0,2,1,0,0,2,0,2,0,2,2
soiledtide430@outlook.com,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,2,0,1,2,2,1,1,1,2,1,2
acientshirt492@gmail.com,1,2,2,1,0,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,1,1,2,2,0,2,1,1,1
buriedcup356@outlook.com,1,2,1,2,2,2,2,2,2,1,2,1,1,0,2,1,2,1,2,1,0,2,2,1,2,0,2,0,2,0,0,1
freshyjug19@outlook.com,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,0,0,1,1,2,2,2,0,2,0,2,2,0,1,2
fishyspice921@outlook.com,0,2,2,2,2,2,2,1,1,1,0,1,1,0,1,2,2,1,2,0,2,2,2,2,1,2,1,0,2,0,0,2
lostjeep796@gmail.com,2,2,2,1,1,0,1,1,1,0,1,0,0,2,2,1,2,2,2,1,2,2,2,0,0,0,2,2,2,2,2,1
foldingshack729@gmail.com,2,1,1,1,0,2,2,1,2,2,2,1,2,0,1,2,1,2,1,2,0,2,2,2,1,0,1,2,2,1,0,2
tiredhat204@163.com,0,1,1,1,2,2,2,0,2,1,1,0,2,1,1,0,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2
buriedtire678@yahoo.com,2,2,1,1,1,1,1,2,0,0,1,1,2,0,1,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2
soiledrug637@163.com,2,1,1,2,2,2,2,1,0,2,2,1,0,2,2,0,2,0,1,0,2,2,0,1,2,2,1,0,1,1,2,2
acientbread18@outlook.com,0,1,1,0,2,1,2,2,2,1,1,2,2,1,2,1,1,1,2,0,0,2,2,2,2,0,1,2,2,1,2,2
clamybeans775@outlook.com,0,1,1,2,1,0,2,1,2,2,2,2,1,2,1,0,2,1,2,2,2,1,2,0,1,2,1,0,2,1,2,2
acientshoes397@163.com,2,2,2,1,1,1,2,1,2,0,2,0,0,1,2,1,2,1,1,2,2,2,2,1,2,0,2,0,2,2,1,1
oldchrysler191@qq.com,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,0,2,1,2,2,1,2
dirtyspice29@outlook.com,1,1,2,2,1,0,2,1,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,0,2,1,1,1,1,2
freshybike323@yahoo.com,2,2,0,2,1,0,1,1,2,1,1,2,2,1,1,2,2,1,2,0,1,2,2,2,1,2,2,2,1,0,1,2
soiledsnake93@qq.com,0,2,2,2,0,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,0,1,1,2,2
slightlybike13@yahoo.com,0,2,2,0,2,2,1,1,0,0,1,2,0,2,1,1,0,0,2,2,2,2,2,2,0,2,1,2,2,2,0,0
slimycup494@qq.com,2,0,1,2,2,2,1,1,0,2,1,2,1,2,1,2,0,2,0,2,2,1,2,2,0,2,2,0,1,0,2,1
deeptire624@163.com,1,1,2,2,2,0,1,2,0,2,2,1,1,0,2,2,0,2,2,2,1,1,0,0,2,0,1,2,1,2,2,2
freshybike569@163.com,1,2,2,1,2,2,2,0,2,0,2,2,0,1,1,1,1,1,0,1,2,2,0,2,2,0,2,0,2,2,1,2
hotcup940@outlook.com,1,2,1,1,2,2,1,0,0,2,2,1,1,2,1,1,2,2,1,1,2,0,2,2,2,2,1,2,1,1,2,2
extracola545@yahoo.com,1,2,1,1,0,2,1,1,1,2,1,0,2,2,1,2,1,1,0,0,1,2,2,2,2,2,2,2,0,2,2,2
oldjug372@gmail.com,0,0,2,1,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1
slightlyhat250@gmail.com,2,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,2
hotwindow831@outlook.com,1,0,2,2,2,2,1,1,0,1,2,1,0,2,2,2,2,2,2,2,1,2,1,1,2,0,1,2,1,2,1,1
moistdrum752@qq.com,0,1,1,2,2,1,2,2,0,1,2,2,2,1,2,2,2,2,1,1,1,2,1,1,0,2,1,2,1,2,0,2
fishyblanket703@gmail.com,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,0,2,2,1,1,2,2,2,2,0,1,0,2,1,1,2
acientspice799@yahoo.com,0,0,1,1,2,2,2,2,0,0,1,2,2,1,1,1,2,2,2,1,2,2,0,1,2,2,0,2,2,1,2,0
milkysub116@yahoo.com,1,1,1,0,1,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,1,1,2
tiredspice581@qq.com,2,2,1,1,2,2,2,2,1,0,2,1,1,2,1,2,1,1,1,0,2,1,2,1,2,1,0,2,1,2,2,2
buriedshirt699@gmail.com,1,2,1,0,2,2,2,2,1,2,2,1,1,0,2,2,1,1,1,0,0,0,2,0,1,2,2,2,2,2,2,1
foldingrug197@outlook.com,1,2,1,2,0,0,2,2,2,0,2,1,1,1,1,2,2,2,2,2,2,1,0,2,1,2,1,0,2,0,1,2
coldskates556@163.com,2,2,1,1,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,0,0,2,2,2,0,2,1,2,2,2
dirtysnake317@163.com,0,2,2,1,0,2,1,2,0,1,1,2,2,1,2,2,1,2,0,2,2,2,0,2,1,2,0,2,1,0,1,2
coldtire810@yahoo.com,2,1,1,2,2,2,1,1,2,0,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,0,2,2,0,2
clamyblanket565@outlook.com,2,1,2,1,0,1,1,1,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,0,2,2,1,1,1,1
dailyshoes843@qq.com,2,1,1,1,2,2,1,2,2,1,2,1,2,0,2,1,2,1,2,1,1,2,2,1,1,2,1,0,2,2,0,2
deepchrysler238@outlook.com,0,0,1,1,0,1,1,1,1,2,2,2,1,2,2,0,2,2,2,2,1,2,2,0,2,2,1,2,1,2,1,2
dailybike78@163.com,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,2,0,0,2,0,2,0,1,0,2,2,0,2,2,2
oldbeans441@qq.com,1,1,2,2,1,1,2,1,0,2,2,2,2,2,1,2,0,1,2,1,1,2,0,0,2,2,1,0,1,2,2,2
drysnake204@gmail.com,2,0,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,0,1,1,2,1,0,1,1,1,1,2,2
acientskates970@gmail.com,2,1,2,1,0,1,0,2,2,0,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,0,1,2,1,1,2,2
newtide749@gmail.com,2,2,2,1,0,2,2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,1,1,2,2,0,2,0,1,1,2,1
deepsub474@yahoo.com,2,1,2,2,2,1,2,1,2,2,2,1,2,0,2,1,1,2,2,2,2,1,1,1,0,0,1,0,1,1,2,2
soiledsub160@yahoo.com,1,1,2,2,1,0,2,2,2,2,2,1,0,2,1,2,0,2,1,1,0,1,1,0,2,2,0,0,2,2,2,2
dirtyshack540@gmail.com,0,1,2,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,0,2,2,2,1,0,1,2,1,1,2,2
usedjeep425@outlook.com,2,2,1,1,0,0,2,2,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,0,2,1,2,1,2,1,1
slightlytide309@yahoo.com,2,1,1,1,0,1,2,2,2,2,2,1,1,2,2,2,0,1,2,1,0,2,2,2,2,0,2,0,2,0,1,1
fishyshoes979@qq.com,2,1,1,1,1,1,2,1,2,1,2,2,0,0,1,2,2,2,1,2,2,0,2,2,2,2,2,1,1,2,1,1
soiledsub425@163.com,2,2,1,2,2,2,1,2,2,1,1,1,2,1,1,1,0,1,1,0,2,0,0,2,2,2,2,2,2,1,2,1
freshyspice204@outlook.com,1,0,1,0,2,1,2,2,0,1,2,1,2,0,2,1,2,1,2,2,2,2,1,1,0,2,1,2,2,1,2,2
deeprug481@qq.com,1,2,2,1,0,2,2,2,2,0,1,2,1,2,1,1,2,0,2,0,2,2,2,2,0,2,1,0,0,1,1,2
retiredsnake534@outlook.com,2,2,2,1,2,2,2,2,0,0,1,1,1,0,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,1
milkyblanket221@qq.com,2,2,2,2,2,2,2,2,2,1,2,0,1,0,1,2,1,2,1,2,0,2,0,1,0,0,2,0,0,2,0,1
buriedbread569@outlook.com,2,2,2,2,2,1,1,2,0,2,2,0,0,0,2,1,2,1,2,2,1,0,2,2,2,0,2,1,1,1,1,1
moistshoes316@qq.com,1,1,2,1,2,2,2,0,0,2,2,1,2,1,2,2,1,2,1,2,1,2,0,2,0,1,1,0,2,2,0,2
acientbread9@outlook.com,2,2,1,0,0,2,2,2,2,0,1,1,2,0,2,2,1,1,2,0,1,0,0,1,2,0,1,2,2,2,2,2
moistbeans966@163.com,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,0,1,1,2,2,1,1,1,1,1
newhat584@gmail.com,1,1,1,2,2,2,1,2,1,1,1,2,2,0,1,2,2,1,2,1,2,2,0,2,1,2,2,2,1,0,1,2
newshirt323@gmail.com,1,2,0,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,1,2,1,1,1,0,0,2,2,2,0,2
foundjeep958@gmail.com,1,2,1,1,1,2,2,1,2,0,2,1,1,2,2,1,2,2,2,2,1,2,1,2,0,1,1,2,1,2,1,2
deepblanket548@outlook.com,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2
hotwindow293@gmail.com,1,1,1,2,2,2,2,1,1,1,1,2,1,0,2,2,1,2,2,1,0,1,2,2,0,2,0,2,2,1,2,2
tiredrug873@163.com,2,2,1,1,0,1,1,2,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,0,1,1,2,1,1,2,2
milkyjug513@163.com,2,2,1,2,2,1,1,1,0,0,2,1,2,0,2,1,1,2,2,1,2,2,0,2,0,2,2,0,2,0,0,2
newbike169@gmail.com,0,2,1,2,0,1,2,2,1,1,1,1,1,0,2,2,2,2,2,2,0,0,0,2,2,2,1,2,1,1,2,2
clamyspice605@yahoo.com,2,2,1,2,1,1,0,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,0,1,0,0,1,0,2
lostbread363@gmail.com,2,2,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,0,1,2,1,2,2,1,2,2,0,2,1,2,1
newchrysler620@yahoo.com,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,2,1,0,2,2,2,0,2,1,1,0,2,0,1,2,0,2
clamyspice37@gmail.com,2,0,2,2,0,2,1,2,2,0,1,1,1,1,2,1,2,2,1,2,0,0,2,1,2,2,1,2,2,1,0,2
deeprug165@outlook.com,2,1,2,0,2,2,2,1,2,1,1,1,1,2,2,2,1,2,2,1,1,2,0,1,2,2,1,0,1,2,1,2
slightlycup436@yahoo.com,2,2,2,2,1,0,2,2,2,1,2,2,0,2,1,1,0,1,2,2,2,1,0,1,0,0,1,2,2,0,2,1
dryshirt284@gmail.com,1,2,2,1,2,1,2,2,2,2,2,2,0,1,2,1,1,0,1,0,0,1,2,1,0,0,1,2,2,2,2,2
extraspice523@gmail.com,0,2,2,2,0,2,1,1,2,1,1,2,1,2,2,1,2,1,2,1,2,2,0,1,1,0,0,0,2,2,2,2
replacementbike548@163.com,1,2,1,1,0,2,1,2,0,2,1,0,2,2,2,1,2,2,0,1,2,2,1,0,0,2,2,0,2,0,2,2
coldchrysler584@outlook.com,1,1,2,2,2,1,1,1,0,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,2,0,2,2,0,1,1,2
slightlyhat58@gmail.com,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,2,0,1,2,1,1,1,1,1,0,2,1,2,2,2,0,1
slimybeans511@qq.com,2,2,1,2,0,2,1,1,2,1,2,2,2,2,2,0,1,2,1,2,0,0,1,2,0,2,1,1,1,2,0,2
dailybike530@gmail.com,2,2,1,2,2,1,1,1,2,0,2,2,2,2,1,1,1,1,1,0,1,0,2,0,1,2,2,2,2,0,2,2
replacementspice799@qq.com,2,2,1,1,0,1,2,1,2,2,2,1,0,2,2,2,2,1,0,0,2,1,0,2,2,0,2,1,2,1,2,1
deeprug190@yahoo.com,1,2,0,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,0,0,1,2,2,1,1,0,2,2,2,2
foundtire657@outlook.com,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1
foundhat659@163.com,1,0,2,2,0,0,2,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,2
fishyblanket809@outlook.com,1,1,2,2,0,2,1,2,2,2,2,1,1,0,1,1,2,1,2,2,2,1,0,2,2,0,1,0,1,2,2,2
moistbike627@163.com,0,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,2,1,0,2,1,2,2,1,1,2
moistbike306@yahoo.com,2,1,1,1,0,2,1,2,0,0,2,1,2,2,1,2,2,2,0,2,0,1,2,2,2,2,2,0,1,1,0,2
lostskates238@qq.com,2,2,2,1,2,2,2,2,0,0,1,1,2,0,2,2,2,2,0,1,1,2,0,1,0,2,2,2,0,0,1,1
coldcup403@outlook.com,2,1,2,2,2,0,1,1,1,1,2,1,1,0,2,1,2,2,2,1,2,2,2,1,1,2,2,0,1,1,2,2
slimycup306@yahoo.com,2,2,2,0,1,2,1,1,2,2,2,1,2,1,1,2,1,2,1,1,2,0,2,2,1,2,1,0,1,1,2,2
dirtybeans888@outlook.com,1,2,1,0,2,1,2,2,2,1,2,1,1,2,1,1,0,1,2,2,1,2,2,2,1,2,2,2,1,2,1,1
buriedwindow794@yahoo.com,2,2,2,0,1,2,1,1,2,1,1,2,2,0,2,2,1,0,2,1,1,2,2,2,1,2,1,2,1,0,2,0
burieddrum84@outlook.com,2,1,1,1,2,2,1,1,2,1,1,1,0,0,1,2,2,2,0,2,2,2,2,1,2,0,2,2,2,2,1,0
buriedcup948@163.com,1,2,2,1,0,2,1,2,1,1,2,2,2,1,2,1,2,1,1,1,2,0,2,1,1,2,2,0,2,2,2,1
slightlytide674@outlook.com,2,2,1,2,0,0,1,2,1,0,0,2,2,2,1,2,1,2,2,2,0,1,2,2,2,2,1,0,1,2,1,1
soiledspice423@gmail.com,0,1,2,2,2,2,2,1,2,1,0,1,0,2,2,2,2,1,2,1,2,2,2,2,0,0,1,2,0,0,1,1
newtire220@outlook.com,2,1,2,1,0,2,0,2,1,2,1,2,1,0,2,1,2,1,2,1,2,2,1,2,2,2,0,2,2,0,1,1
clamyjeep797@outlook.com,2,2,1,2,0,2,1,0,2,1,1,2,2,0,2,1,1,2,2,2,0,0,0,1,2,2,2,2,1,0,0,2
lostspice859@gmail.com,1,2,1,2,2,2,1,1,0,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,2,2,2,0,1,1,2,2
dirtysub525@gmail.com,0,2,1,2,0,1,1,1,2,2,2,2,2,0,2,1,1,2,2,2,1,0,2,0,1,2,2,2,2,0,0,1
freshywindow29@163.com,2,0,1,1,0,2,2,2,2,1,1,1,2,2,1,1,2,2,1,2,1,2,2,1,0,2,1,2,2,2,1,0
slimybeans326@gmail.com,2,2,2,0,1,2,1,2,1,2,1,2,1,1,1,1,2,2,1,0,2,0,2,1,2,1,2,0,2,2,2,1
tiredwindow970@163.com,2,2,1,2,2,1,1,2,2,0,2,1,2,1,1,2,1,2,1,1,1,1,2,1,2,2,1,2,1,2,1,2
foldingcola121@163.com,1,2,2,1,1,1,2,2,2,2,1,2,0,0,2,1,1,1,2,1,2,0,2,1,2,2,1,0,2,2,1,2
clamysnake715@gmail.com,2,1,1,1,2,1,2,2,0,2,2,1,0,2,1,1,1,2,0,1,0,2,0,2,2,2,2,0,2,1,2,2
retiredshoes923@163.com,1,2,2,1,1,1,2,1,1,1,1,0,2,2,2,1,2,2,2,2,1,2,0,0,1,0,2,1,2,2,2,2
freshysub776@163.com,1,2,1,2,2,2,2,2,1,2,1,1,0,1,2,1,2,1,2,1,1,1,2,1,2,0,2,0,2,2,2,1
moistshack97@qq.com,0,2,1,2,2,2,1,2,2,0,2,1,1,1,2,2,1,2,2,2,2,0,0,2,1,0,0,1,0,2,1,2
dailytire844@yahoo.com,1,0,2,1,2,2,1,2,1,1,2,2,1,2,2,1,1,1,0,1,2,2,0,2,2,2,1,1,0,2,2,2
tiredhat748@yahoo.com,0,2,2,1,2,1,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1,0,0,1,2,1,2,2,2,2,0,1
extrashoes369@outlook.com,0,2,2,1,2,2,1,2,2,0,1,1,2,2,1,1,2,1,1,1,2,0,0,2,2,2,2,2,1,0,0,2
hotshack160@outlook.com,1,2,2,2,0,2,2,1,2,2,1,2,2,0,2,1,2,1,2,0,0,0,2,0,2,0,0,0,0,0,2,2
milkyspice620@qq.com,1,1,1,2,0,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,0,2,2,1,2
slimyrug81@yahoo.com,1,2,2,2,0,2,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,0,2,0,2,1,1,1,2,2,2
soiledcola253@163.com,2,1,1,2,2,2,2,2,2,0,1,2,1,0,1,1,0,2,1,1,1,2,2,1,2,0,1,2,2,0,2,2
fishyshirt859@outlook.com,2,1,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,2,2,2,0,1,2,1,0,1,1,1,1,1,2
extrahat856@outlook.com,2,1,1,2,2,2,1,1,1,1,1,2,0,2,2,1,2,1,1,1,2,0,2,2,2,0,0,2,2,0,2,2
founddrum703@qq.com,1,1,2,1,2,2,1,2,0,2,1,2,2,0,1,1,2,2,1,1,1,2,0,2,2,0,0,2,2,1,2,2
milkyshoes757@yahoo.com,0,2,2,1,0,2,2,2,0,1,1,1,2,1,2,2,2,2,2,1,0,1,0,2,0,2,2,2,2,1,1,0
newskates92@gmail.com,1,2,1,0,0,2,1,2,2,2,1,2,1,0,2,2,2,1,2,1,2,1,2,1,1,0,1,2,2,2,1,2
dailytide471@outlook.com,2,1,2,2,0,2,2,1,1,2,2,2,1,0,1,0,1,2,1,1,2,2,2,2,1,2,2,0,1,2,1,1
foundtire500@gmail.com,2,2,2,1,1,2,1,1,1,2,0,2,2,0,2,1,1,1,1,1,0,0,2,1,2,2,1,2,2,2,2,2
dirtysub288@163.com,2,1,1,2,0,1,2,1,0,1,2,1,1,2,2,1,1,0,1,0,0,2,2,2,2,2,1,2,2,2,2,2
extrabeans516@gmail.com,1,2,1,2,0,1,1,2,0,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,0,2,1,2,2
buriedwindow446@outlook.com,0,1,2,1,2,0,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,0,2,1,1,0,0,2,2,2,0,0
mostlywindow744@qq.com,2,2,2,2,0,2,2,2,0,2,0,0,0,0,1,2,0,1,2,0,0,0,0,2,2,2,2,0,2,0,0,2
soiledshoes664@yahoo.com,0,1,2,0,2,1,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2
freshyskates489@yahoo.com,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,0,0,2,1,2,0,2,2,1,2,2,2
newspice843@gmail.com,0,1,2,2,1,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,2,2,1,1,1
mostlychrysler381@qq.com,1,1,1,2,2,0,2,2,2,1,1,2,0,0,2,0,1,2,2,2,1,0,2,1,1,0,2,2,2,2,1,2
extrashirt316@yahoo.com,1,1,1,2,0,2,1,1,2,2,2,1,2,2,2,0,2,2,2,0,2,1,2,1,0,0,1,0,2,1,2,2
fishyrug448@yahoo.com,1,2,2,2,0,1,2,2,2,1,2,1,1,2,2,0,1,2,1,1,1,2,0,1,2,2,1,2,2,1,2,1
burieddrum36@qq.com,2,1,2,1,1,0,2,1,2,2,2,2,2,1,1,1,2,1,1,0,2,2,1,1,1,2,2,2,2,1,1,2
oldhat392@163.com,2,2,1,2,2,1,2,1,0,2,1,1,2,2,2,1,2,2,0,0,2,0,2,1,2,0,2,2,1,0,1,0
coldshack140@outlook.com,2,0,2,2,2,0,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,1,2,0,1,0,1,2,2,0
foldingdrum2@163.com,0,1,1,2,2,1,1,2,0,2,2,1,2,2,1,2,0,1,2,1,2,0,1,1,2,2,2,2,1,1,2,2
dailywindow454@yahoo.com,2,1,2,1,0,1,2,1,1,2,1,1,1,0,2,1,2,1,2,1,2,2,0,1,2,2,2,1,2,2,2,2
extrablanket867@gmail.com,2,1,2,0,2,1,1,2,2,2,2,1,2,0,2,2,1,2,0,2,0,1,0,1,2,2,2,2,1,1,0,1
hotsnake893@163.com,0,1,1,2,0,2,1,1,1,2,2,2,2,2,2,1,2,1,2,0,2,2,1,0,2,2,2,0,1,1,1,2
acienttide795@yahoo.com,2,1,2,2,2,1,2,1,2,0,2,0,2,2,1,1,2,2,1,1,0,2,2,1,2,2,2,0,1,0,1,1
dailyspice363@outlook.com,0,2,1,2,0,0,2,0,0,0,2,2,2,2,1,0,2,2,2,2,1,0,0,2,2,0,2,2,1,2,0,0
foundshack747@outlook.com,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,2,2,1,0,1,2,0,0,2,2,2,2,2,1,1,2,1
slightlywindow137@qq.com,2,2,2,2,2,0,1,2,2,2,2,1,1,2,2,1,1,1,2,0,0,1,0,1,0,2,1,2,1,0,2,2
slimyrug911@163.com,2,1,1,1,1,1,1,1,0,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,0,1
soiledshack984@163.com,0,1,1,1,2,2,2,1,2,2,2,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,2,1,2
hotcup999@163.com,2,2,1,1,2,0,1,1,0,2,1,1,1,2,2,2,1,0,2,2,2,2,0,2,2,0,2,0,1,1,2,2
replacementshirt358@yahoo.com,2,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,2,0,2,2,1,2,1,2,1,0,1,1
foldinghat486@outlook.com,1,1,1,1,2,2,0,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,0,1,1,0,2,2,2,2,1,1
replacementsnake366@gmail.com,1,2,2,1,1,1,1,2,2,0,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2
lostbike784@outlook.com,2,2,2,1,2,1,2,2,2,0,2,1,0,0,2,1,2,2,2,1,2,1,1,1,1,0,2,2,1,2,0,0
usedrug645@yahoo.com,0,2,1,2,0,2,1,2,0,2,1,1,2,0,2,2,2,1,0,2,2,0,0,2,0,0,1,2,2,2,0,2
milkyshoes505@gmail.com,1,2,2,1,2,2,1,1,2,2,1,0,2,2,1,1,2,1,0,2,2,1,1,2,2,2,2,0,1,2,1,1
buriedcup310@outlook.com,2,2,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,0,1,2,0,2,0,2
buriedjug233@yahoo.com,1,2,2,0,1,2,1,2,0,0,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,2,1,2,1
foldingspice737@gmail.com,2,2,1,0,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,0,2,1,2,2,0,1,2,2,2,1,2
acientchrysler884@163.com,0,2,2,2,2,2,1,0,0,1,1,1,2,0,2,1,0,1,2,1,1,2,2,2,2,2,1,0,2,2,1,2
clamyblanket28@outlook.com,2,2,2,1,0,2,1,2,2,2,1,1,2,2,1,1,2,1,1,0,1,2,2,0,0,2,2,2,2,0,1,1
drysnake580@gmail.com,2,1,1,1,0,2,2,0,1,1,2,1,2,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,2
fishyjeep316@yahoo.com,2,1,1,1,0,2,2,2,0,1,2,1,1,2,2,2,1,2,0,1,2,2,2,1,1,0,1,1,2,2,2,2
usedhat751@qq.com,1,1,1,1,1,2,2,2,2,2,1,2,0,2,2,1,1,2,2,1,1,2,0,1,0,2,1,2,2,1,2,2
soiledbike20@gmail.com,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,0,2,1,1,2,2,1,2,2,2,2,2
replacementsub16@163.com,2,1,1,2,0,2,1,2,0,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2
lostdrum631@163.com,2,2,2,1,0,2,1,1,2,0,2,2,2,0,1,2,1,2,1,1,2,2,0,2,2,0,1,0,2,2,0,1
