email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
foundshack286@163.com,2,1,0,2,2,2,0,1,2,2,1,0,2,2,1,2,1,0,2,0
milkysub116@yahoo.com,1,1,1,2,2,2,0,1,2,2,2,1,0,2,2,1,2,1,1,2
mostlyblanket933@yahoo.com,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,0,1,2
fishyspice4@outlook.com,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,1,1,0,2,2
dirtybread587@yahoo.com,2,2,2,0,0,2,0,1,2,1,2,1,1,1,2,0,2,2,2,1
lostjug315@yahoo.com,2,2,2,0,1,1,2,1,2,1,1,1,2,2,1,2,1,2,2,1
slimyrug911@163.com,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,2,1,1
slightlytire36@qq.com,2,1,0,2,2,1,2,2,2,0,2,2,1,1,1,1,2,1,2,1
clamyshack993@163.com,1,1,2,1,1,2,2,0,2,1,2,2,1,1,1,1,2,2,2,2
coldsub774@yahoo.com,1,2,2,0,2,0,0,1,0,2,2,1,1,2,2,2,2,1,1,2
clamysnake136@163.com,1,1,1,1,2,2,1,2,1,2,2,0,2,1,2,1,2,2,1,2
dirtyspice38@163.com,0,2,2,2,1,1,0,0,2,0,1,1,2,2,1,1,2,2,2,2
retiredsub266@yahoo.com,1,0,1,0,1,2,0,2,2,2,2,2,1,2,1,2,1,1,2,2
coldrug83@yahoo.com,2,2,1,2,2,2,0,0,0,0,2,0,2,1,1,2,2,2,1,1
foundhat659@163.com,0,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,0,2
usedrug938@yahoo.com,2,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,0
extrasub515@yahoo.com,2,1,2,2,1,0,2,1,2,1,2,2,0,2,2,2,1,1,1,1
replacementdrum860@gmail.com,1,1,0,2,2,2,1,0,0,2,1,1,1,2,2,2,2,1,2,2
usedcup447@yahoo.com,1,1,1,2,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2
dirtyspice235@outlook.com,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2
foundtire923@qq.com,1,1,1,2,2,2,0,1,2,2,2,0,2,1,2,2,1,2,1,1
coldshoes621@gmail.com,1,2,1,2,2,2,1,2,2,2,2,1,1,0,1,1,1,2,1,2
usedbike751@qq.com,2,1,2,1,2,2,0,2,2,1,0,2,1,2,1,1,2,1,2,1
tiredbeans817@gmail.com,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,1,1
slimyspice279@qq.com,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1
lostbike784@outlook.com,2,2,2,0,2,0,2,2,1,2,1,2,2,0,2,1,1,0,1,1
tiredrug873@163.com,2,1,0,1,1,0,0,2,0,2,2,2,0,2,2,1,1,2,2,2
soiledjeep158@outlook.com,1,1,2,2,1,1,2,2,2,1,2,0,2,1,0,2,1,2,2,1
soiledjug360@yahoo.com,2,2,1,2,1,2,0,0,2,1,2,2,1,2,1,1,2,2,1,1
hottide136@yahoo.com,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,2,1
slimyskates788@outlook.com,2,2,2,2,2,0,0,1,1,2,2,1,1,1,1,0,1,2,2,2
lostsub509@yahoo.com,2,1,2,0,1,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2
deepsnake396@163.com,2,0,1,2,2,2,2,0,2,1,1,0,2,2,2,1,2,1,1,1
coldshack63@qq.com,2,2,2,0,1,2,0,0,2,1,2,1,2,1,1,2,1,1,2,2
deeprug190@yahoo.com,2,2,1,0,2,0,2,2,2,1,1,1,2,2,1,1,2,1,1,2
foundshack747@outlook.com,2,1,2,2,1,0,1,0,2,1,2,0,2,2,2,1,1,2,2,1
foundchrysler353@gmail.com,2,2,2,0,1,2,2,0,1,1,1,2,1,2,1,2,2,1,2,0
oldrug449@qq.com,2,1,0,2,2,2,2,2,1,0,2,1,1,1,2,1,1,2,2,1
foldingspice737@gmail.com,2,2,1,0,1,2,0,1,2,2,1,1,2,2,0,2,2,1,1,2
slightlywindow137@qq.com,2,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1
newbread855@163.com,1,2,1,0,2,0,2,2,2,1,2,0,2,2,2,2,1,1,0,1
tiredtire369@yahoo.com,1,1,1,2,1,2,0,2,0,2,2,1,2,1,2,0,2,1,2,2
tiredskates490@gmail.com,1,2,2,0,2,1,1,0,2,2,2,1,2,1,2,1,0,2,1,2
slimybeans511@qq.com,2,1,1,2,0,2,1,2,1,1,2,2,2,2,1,1,2,0,1,2
lostbike893@outlook.com,1,0,2,0,2,1,2,1,2,1,1,1,2,2,2,1,2,2,2,1
slimyspice540@163.com,2,1,1,2,2,1,0,2,1,2,1,2,2,0,1,1,2,2,1,2
freshytide168@qq.com,2,1,2,0,1,2,2,0,2,1,0,1,2,2,1,2,2,2,1,0
buriedjug233@yahoo.com,1,2,2,0,2,2,0,1,1,1,0,0,2,1,2,2,2,2,1,2
oldshack980@gmail.com,0,0,1,2,1,0,2,1,2,2,1,2,1,1,2,2,2,2,0,2
retiredwindow436@gmail.com,2,2,1,0,2,2,0,2,0,2,0,1,1,1,2,2,2,0,1,2
moistbeans625@yahoo.com,2,2,2,0,2,2,1,0,0,2,1,2,2,1,2,1,1,1,2,1
slightlywindow230@qq.com,0,2,1,2,2,2,1,2,2,2,1,1,1,2,2,1,0,1,2,1
mostlycup165@yahoo.com,2,1,2,2,1,2,0,1,1,1,1,2,0,2,0,2,2,2,2,1
slightlycup6@qq.com,2,0,1,0,2,2,2,2,2,0,1,2,1,2,1,2,2,1,1,1
dirtysnake278@outlook.com,1,0,2,0,2,1,2,2,2,1,2,2,2,2,1,1,1,2,1,1
foldingbeans104@gmail.com,1,2,1,0,1,1,0,1,2,2,1,2,2,2,2,1,2,2,2,1
coldbread793@gmail.com,2,2,1,2,1,2,1,0,0,2,2,1,2,2,2,0,0,1,1,2
lostshoes790@163.com,2,2,0,0,0,2,1,2,2,1,2,2,1,1,2,1,2,1,1,2
slightlyshack386@163.com,2,0,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1
hotwindow293@gmail.com,0,1,1,2,2,1,0,0,0,1,2,2,2,2,0,1,2,2,2,2
coldsnake27@gmail.com,2,0,2,0,2,2,0,2,2,0,2,2,0,0,2,1,1,2,1,1
freshyjug542@qq.com,2,1,1,2,2,0,2,2,2,0,1,2,1,2,1,2,2,1,1,1
drychrysler511@gmail.com,1,1,0,0,1,0,2,0,2,1,2,2,2,2,2,2,1,2,1,2
foldingskates420@gmail.com,1,2,2,1,1,1,2,1,2,2,2,2,0,2,1,1,2,1,2,1
deepshoes813@qq.com,1,1,2,0,0,0,2,2,2,1,2,2,2,0,2,0,1,2,2,1
freshydrum128@qq.com,1,2,2,0,2,2,2,2,2,1,1,2,1,1,0,0,1,1,2,2
replacementbike548@163.com,2,2,2,0,1,1,1,1,2,1,2,1,2,0,1,2,2,1,2,2
tiredhat204@163.com,1,0,0,0,1,2,1,2,0,2,2,2,1,2,2,2,2,0,2,1
foundbeans7@163.com,2,2,1,0,1,2,2,2,2,1,2,1,1,1,1,2,1,2,1,2
newhat584@gmail.com,1,1,2,2,1,2,2,2,2,1,1,2,1,2,1,0,2,1,0,2
soiledshirt927@gmail.com,2,2,1,0,0,2,0,2,0,2,0,2,1,2,2,1,2,1,1,2
coldspice23@qq.com,1,2,2,1,1,1,0,2,1,1,1,2,2,2,2,2,2,1,2,1
foldingwindow786@qq.com,2,0,1,0,1,1,2,0,0,1,2,2,1,2,2,2,2,2,2,1
dailybike787@163.com,2,2,2,2,2,0,1,2,0,1,1,2,1,1,1,1,0,2,2,2
usedjeep164@yahoo.com,1,1,2,1,1,0,1,2,1,0,2,2,2,2,2,2,2,1,2,1
usedtide801@yahoo.com,2,0,2,0,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1
tiredbeans825@163.com,2,1,2,2,1,2,2,1,1,2,1,2,0,0,2,2,0,1,2,1
coldcup974@outlook.com,1,2,2,2,1,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2
newbike624@outlook.com,2,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1
clamyblanket28@outlook.com,2,2,1,1,1,1,2,1,0,2,2,0,2,0,2,2,2,2,1,1
mostlycola126@yahoo.com,1,2,0,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1
slimybread27@qq.com,1,2,0,0,2,1,2,1,0,2,2,2,2,1,2,2,1,2,1,1
retiredbeans922@gmail.com,1,0,2,2,2,2,0,1,0,2,1,2,0,1,1,2,1,2,2,2
mostlyblanket953@163.com,2,0,0,1,2,1,2,2,1,1,2,2,0,1,2,2,1,2,2,1
foundjug643@yahoo.com,1,2,2,1,1,2,2,2,0,1,1,1,1,2,2,2,2,2,1,1
foldingchrysler517@qq.com,1,0,0,1,2,1,2,1,2,0,2,2,1,2,2,1,2,2,1,2
lostshack328@gmail.com,1,0,2,2,2,0,2,1,1,2,2,1,2,1,1,1,2,2,2,1
soiledrug494@163.com,1,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,0
soiledblanket200@gmail.com,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,2,0,1,1,1
hotbike143@outlook.com,2,0,2,0,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1
foldingwindow224@gmail.com,2,0,0,0,1,1,2,1,2,2,2,2,2,2,0,1,1,1,2,2
moistwindow929@outlook.com,2,1,2,0,2,0,2,1,0,2,1,1,2,1,2,2,1,1,2,2
dailycup358@yahoo.com,1,2,2,2,1,2,1,0,2,2,2,1,1,2,1,2,1,1,1,2
newtire220@outlook.com,2,1,1,2,1,2,1,2,0,1,2,1,2,2,2,2,2,1,1,1
dirtysub525@gmail.com,1,1,0,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1
soiledblanket478@outlook.com,1,2,1,2,1,1,2,2,0,1,2,1,2,2,1,1,2,2,1,2
replacementtide904@outlook.com,2,1,2,0,2,2,1,2,2,2,1,2,2,1,0,1,2,1,1,1
drybread918@gmail.com,1,1,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,1,2
slightlychrysler739@yahoo.com,1,2,2,2,1,1,1,2,0,2,2,2,1,2,1,1,2,1,1,2
soiledskates814@163.com,1,2,1,2,2,2,2,1,0,2,1,2,1,0,1,2,1,2,1,2
fishyshirt859@outlook.com,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1
replacementsub351@qq.com,1,2,1,0,1,2,2,2,1,1,2,2,2,2,2,1,2,0,1,1
newshoes633@163.com,0,1,0,2,2,1,1,2,2,2,1,1,2,1,1,2,2,2,2,1
dailyspice313@gmail.com,0,2,2,2,2,0,1,2,1,2,2,1,2,1,2,1,1,2,0,1
usedspice982@163.com,2,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2
mostlyrug473@gmail.com,1,0,1,2,2,2,2,2,2,1,1,2,2,2,2,0,1,1,1,1
fishyblanket703@gmail.com,1,2,2,1,1,1,2,2,2,2,0,2,1,2,1,1,2,1,1,2
replacementchrysler733@163.com,2,1,2,2,2,2,0,0,2,1,1,1,1,1,2,2,2,2,1,0
dailytide471@outlook.com,0,1,2,1,1,2,0,0,2,2,2,0,2,2,2,2,1,2,1,0
lostspice859@gmail.com,1,2,2,2,2,1,1,0,2,2,0,2,0,2,2,1,1,0,1,2
soiledrug174@163.com,2,2,0,1,1,2,2,1,2,2,1,2,2,2,1,0,0,2,1,1
mostlyshirt458@yahoo.com,0,2,0,0,2,2,2,2,0,1,2,1,1,2,1,2,1,2,2,1
newspice777@163.com,1,1,2,0,2,2,2,0,0,2,1,2,1,1,2,2,1,1,2,2
usedtide37@163.com,2,2,2,0,1,2,0,2,0,2,2,1,0,2,2,2,0,1,1,1
slimyskates612@outlook.com,1,2,1,0,2,2,1,2,2,2,1,1,0,1,2,2,1,1,2,2
lostsub932@163.com,1,1,1,2,1,2,1,2,1,0,2,2,2,2,1,1,2,1,2,2
oldchrysler964@163.com,1,1,2,2,1,2,1,1,2,2,2,2,1,2,1,0,1,2,1,2
lostskates908@163.com,1,2,1,2,2,2,2,2,0,2,0,2,1,1,1,1,2,1,2,1
dailywindow992@gmail.com,0,2,1,0,2,1,2,1,0,0,2,1,2,2,2,2,2,0,2,1
moisttide843@qq.com,2,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,2,2,2,1
acientjug849@gmail.com,2,2,2,0,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1
slimycup306@yahoo.com,2,2,1,1,2,2,1,2,1,2,1,2,2,1,1,1,1,1,2,2
foundshoes836@qq.com,1,2,1,2,1,1,2,2,2,1,2,2,2,2,1,1,0,1,2,0
oldchrysler227@outlook.com,0,2,2,1,1,2,0,0,2,2,2,1,2,1,1,2,1,2,0,2
moistjeep527@outlook.com,0,2,2,0,2,1,2,0,0,1,1,2,0,1,2,2,2,1,2,2
fishycola451@outlook.com,1,1,1,1,0,0,2,2,1,2,2,2,2,2,2,1,2,2,1,1
replacementsnake366@gmail.com,1,1,2,2,1,1,1,1,0,2,2,2,2,2,1,2,2,1,1,2
dryspice412@gmail.com,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1
founddrum703@qq.com,1,1,1,0,2,2,0,2,2,1,2,2,1,1,1,2,2,1,2,2
buriedshirt699@gmail.com,1,2,1,0,2,2,1,2,0,0,2,1,1,2,2,0,2,2,2,1
deeptire245@qq.com,1,2,2,2,2,1,1,2,2,1,1,0,1,2,1,2,2,1,1,2
foldingcola566@outlook.com,2,2,0,1,2,2,0,2,1,2,2,2,1,1,0,2,1,2,1,1
buriedtide314@outlook.com,2,2,1,1,1,2,1,2,0,1,2,0,2,2,1,2,2,1,2,1
slimyjeep386@163.com,1,1,1,1,2,2,2,0,2,1,1,0,2,2,1,2,1,2,2,2
dryshirt414@163.com,2,0,2,2,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,1
fishybread363@yahoo.com,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2
deepsnake957@qq.com,2,2,1,0,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1
retiredskates875@outlook.com,2,0,1,1,2,1,0,2,2,2,2,1,2,1,1,1,2,2,1,2
hotspice715@163.com,2,2,1,1,1,0,2,0,2,2,1,2,0,2,1,2,2,2,1,1
soiledshoes664@yahoo.com,1,2,2,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,1
foundjeep958@gmail.com,1,2,1,0,1,2,2,2,2,1,1,1,2,1,2,1,2,2,1,2
soiledtire703@163.com,2,2,1,0,2,2,0,2,2,2,2,2,1,2,1,1,1,1,1,1
usedjeep619@outlook.com,2,2,1,2,2,2,1,1,2,2,1,0,0,1,2,2,0,0,1,2
hotblanket621@gmail.com,2,1,1,0,1,1,2,2,2,1,2,0,2,2,2,1,1,0,2,2
extraskates964@163.com,2,1,0,0,2,2,2,2,2,2,1,1,1,2,0,2,0,2,1,1
mostlysnake491@qq.com,2,2,2,0,0,2,0,1,1,2,2,0,2,2,1,2,2,0,1,1
soiledcup60@qq.com,2,1,2,2,2,1,0,2,2,2,1,0,2,1,1,2,1,1,2,1
moistspice161@163.com,1,1,2,2,1,1,2,0,0,2,1,2,1,2,2,2,1,1,2,2
buriedbread907@outlook.com,1,1,1,2,1,1,2,2,2,2,2,1,0,2,1,1,2,1,2,2
replacementshirt214@163.com,2,1,0,2,2,2,1,1,1,2,1,1,2,1,2,2,1,2,0,2
dailyrug68@gmail.com,2,0,1,2,2,0,2,1,2,2,2,1,1,1,1,2,2,1,0,2
coldtire810@yahoo.com,1,1,2,2,2,1,1,2,2,1,1,2,2,2,0,2,1,1,1,2
freshytide794@qq.com,2,1,1,2,2,0,2,2,1,2,1,1,1,1,2,1,2,2,2,1
replacementcola583@163.com,1,1,2,2,2,2,1,2,1,1,2,1,1,1,2,2,0,2,1,2
newbeans365@qq.com,2,1,1,1,2,1,2,2,0,0,2,1,2,2,1,2,1,2,1,2
mostlybread482@qq.com,1,2,1,2,2,1,0,1,2,2,2,1,2,0,2,1,1,2,1,2
milkyshoes608@gmail.com,1,1,1,2,1,1,2,2,0,2,1,2,0,2,1,1,2,2,2,2
mostlyshack538@gmail.com,1,2,0,1,2,1,1,2,0,2,1,2,2,2,2,0,2,1,1,2
milkydrum371@163.com,2,0,1,1,1,1,1,0,2,2,2,2,2,2,2,1,1,2,1,2
clamyspice962@yahoo.com,2,2,0,1,2,1,2,1,0,1,2,1,1,2,1,2,2,2,2,1
slimywindow139@gmail.com,2,2,1,0,2,0,2,0,2,2,1,2,2,2,1,1,1,1,0,2
slightlyshirt196@outlook.com,2,2,1,2,1,2,2,1,1,2,1,1,2,1,1,2,1,2,2,1
newsnake821@gmail.com,2,1,1,1,2,1,1,0,0,1,2,2,2,1,2,2,2,2,1,2
moistskates376@yahoo.com,0,1,1,1,2,1,2,2,2,1,2,1,1,1,2,1,2,2,2,2
clamyspice717@outlook.com,0,0,2,2,2,2,0,2,0,0,1,2,1,2,2,1,1,1,2,2
freshysub873@yahoo.com,2,2,2,0,1,2,2,0,2,2,2,0,1,1,1,1,1,2,2,1
fishywindow973@outlook.com,0,0,2,0,2,1,0,2,2,2,0,2,1,2,2,0,1,2,2,0
newtide937@yahoo.com,2,2,1,0,1,1,1,2,2,1,2,2,2,2,1,2,1,2,1,1
foldingshack148@gmail.com,1,2,1,2,1,1,1,2,1,1,1,2,2,2,0,2,2,2,0,2
dailyshoes233@gmail.com,2,0,2,0,2,2,0,2,2,1,0,2,1,1,2,1,2,0,2,0
mostlychrysler381@qq.com,0,1,2,0,2,2,0,0,0,2,2,1,2,2,1,2,2,2,1,1
freshysub776@163.com,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,0
hotsub233@gmail.com,2,2,2,2,1,1,2,1,2,2,1,2,2,1,1,1,1,1,1,2
foundshack343@gmail.com,1,0,2,0,2,2,0,2,0,2,1,0,2,1,2,0,1,2,2,2
acienttide795@yahoo.com,2,1,2,2,1,1,2,2,2,1,1,1,2,2,2,1,2,1,1,1
soiledsnake360@yahoo.com,2,1,2,0,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,2
buriedjeep923@yahoo.com,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,0,1,2,2
dailysnake442@outlook.com,1,1,2,1,2,1,2,1,0,2,2,2,1,2,1,1,1,2,2,2
coldsnake814@gmail.com,2,1,1,2,1,2,0,2,0,1,2,2,0,2,0,2,1,0,2,2
dirtytide740@gmail.com,2,2,2,0,1,2,1,2,2,2,1,1,2,1,1,2,1,1,2,1
oldtide873@gmail.com,2,2,2,2,2,1,0,1,2,1,1,1,1,1,2,1,2,1,2,2
hotwindow831@outlook.com,2,0,2,2,2,1,0,1,2,1,1,2,1,1,2,2,2,1,2,1
usedbread568@163.com,2,2,1,0,1,0,2,0,2,2,1,2,2,2,0,1,2,0,1,2
slightlyshack127@outlook.com,0,2,2,0,1,2,2,1,0,2,2,1,0,1,1,2,2,0,2,2
replacementshoes99@outlook.com,1,1,0,2,1,2,2,2,2,2,1,0,2,2,1,1,1,2,2,1
milkyrug604@yahoo.com,2,0,2,0,2,2,0,0,0,0,2,2,2,2,1,1,2,0,2,1
deepdrum919@qq.com,1,2,0,2,1,1,2,1,2,2,2,2,1,1,2,2,0,1,1,2
retiredshoes923@163.com,2,2,2,1,1,1,0,2,2,1,1,2,1,2,1,1,2,2,1,2
replacementbeans194@yahoo.com,2,1,2,0,1,2,0,2,2,2,1,1,2,1,1,2,1,1,2,2
coldtire692@yahoo.com,2,2,2,2,1,2,2,1,2,2,1,1,0,2,1,2,1,1,1,1
drywindow943@qq.com,1,2,2,2,2,2,2,1,0,2,1,2,1,1,1,2,1,1,1,2
tiredcola21@yahoo.com,2,1,1,2,1,1,1,2,0,2,2,2,2,1,1,2,0,2,1,2
replacementshoes36@gmail.com,1,1,0,2,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2
deepshoes823@gmail.com,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,1
mostlyhat50@yahoo.com,2,2,2,0,2,0,2,1,0,2,1,2,1,2,1,2,1,1,2,1
acientbread18@outlook.com,2,1,2,2,1,2,2,0,1,2,1,1,2,0,2,1,2,1,2,1
dailywindow454@yahoo.com,2,2,1,1,0,1,2,1,2,2,1,2,1,1,1,2,2,2,2,1
replacementspice799@qq.com,2,1,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1
lostbeans767@yahoo.com,0,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,2
