email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
slightlywindow406@gmail.com,2,2,2,2,2,0,0,1,1,2,2,2,1,1,1,0
moistjug851@outlook.com,2,2,0,2,0,1,2,1,1,1,1,1,2,2,2,2
usedcola500@yahoo.com,2,1,2,0,1,1,2,2,2,1,0,2,2,1,2,0
milkytide545@gmail.com,1,1,2,0,2,2,1,2,1,2,1,2,2,1,1,2
freshyrug42@qq.com,2,1,2,0,2,2,2,2,0,1,0,2,0,2,0,0
deepdrum919@qq.com,0,2,1,2,2,2,1,2,2,1,0,2,1,1,1,2
moistbeans625@yahoo.com,2,2,2,0,2,2,1,1,1,2,2,1,1,1,2,0
milkydrum700@yahoo.com,2,2,2,2,1,1,2,2,1,0,1,2,0,1,1,2
soiledtide149@qq.com,1,2,2,1,1,1,1,1,0,2,2,2,1,2,2,2
drydrum859@outlook.com,2,2,2,0,2,2,0,2,0,0,0,2,0,1,0,2
tiredbread440@163.com,2,1,2,1,2,2,1,2,0,1,2,1,0,2,2,1
extrabread562@outlook.com,2,1,1,2,1,0,2,1,0,2,2,2,2,1,1,2
fishytide407@gmail.com,1,1,2,2,2,2,1,2,0,1,2,1,1,2,2,1
foldingskates208@gmail.com,2,1,1,2,2,2,2,2,1,2,0,1,0,2,1,0
acientwindow492@gmail.com,1,1,0,2,2,2,2,2,1,2,1,1,1,1,2,2
moistcup595@outlook.com,1,0,1,2,1,2,1,1,2,2,2,2,1,2,2,0
dirtywindow798@qq.com,0,2,2,1,2,2,1,2,0,2,2,1,1,1,0,2
lostskates583@163.com,2,2,2,2,2,1,2,1,1,1,1,1,2,1,0,2
clamyspice389@163.com,2,2,1,2,2,1,1,2,1,2,1,0,2,2,1,0
extracola140@gmail.com,0,2,2,1,1,1,2,1,2,2,1,1,1,2,2,2
replacementbeans236@outlook.com,0,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2
usedrug645@yahoo.com,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,2
slightlybread757@yahoo.com,2,1,0,2,1,2,2,1,2,2,2,0,2,1,1,0
mostlyjug153@163.com,0,2,1,2,2,2,1,1,0,1,1,2,2,1,2,2
extraskates465@qq.com,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2
hotspice194@gmail.com,2,1,2,1,1,1,2,2,0,2,2,1,2,1,0,2
soiledblanket478@outlook.com,0,2,2,2,2,1,1,1,1,2,2,0,1,2,1,2
moistdrum752@qq.com,1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,2
usedsub254@gmail.com,1,2,1,1,2,2,1,2,0,1,1,1,2,2,2,2
slightlyspice55@gmail.com,2,1,1,0,2,1,1,2,1,2,2,2,0,2,1,2
acientjug849@gmail.com,2,2,1,0,2,1,1,2,0,1,2,2,2,2,1,0
slightlytire774@163.com,1,1,2,2,2,1,1,1,2,1,2,2,1,2,2,1
moisthat761@outlook.com,2,1,2,2,0,2,1,2,2,1,2,0,1,1,2,0
dailybeans459@qq.com,1,2,1,2,1,2,2,2,0,2,1,1,0,1,2,2
acientbeans987@gmail.com,2,1,1,0,2,1,1,2,1,2,2,2,1,1,2,2
slightlydrum888@yahoo.com,2,2,1,2,1,2,1,1,0,2,2,1,2,1,1,2
lostblanket281@qq.com,1,2,2,2,1,1,2,2,2,1,0,1,0,1,2,2
newbeans365@qq.com,2,1,1,2,2,0,2,1,2,2,1,2,1,1,1,2
milkyrug473@yahoo.com,0,2,0,2,1,1,1,1,2,2,1,1,2,2,2,2
foundtire923@qq.com,1,2,1,2,1,2,2,2,0,2,1,2,2,1,1,0
hotchrysler124@outlook.com,2,2,1,2,1,1,2,1,2,2,1,2,2,1,0,1
oldcola188@outlook.com,2,1,0,0,2,2,2,2,1,2,2,1,1,1,2,0
dirtychrysler281@163.com,2,2,1,2,0,1,2,1,0,1,1,1,2,2,2,2
soiledrug494@163.com,1,1,2,0,2,1,2,1,2,2,0,1,2,2,2,0
mostlyshack538@gmail.com,1,2,1,2,0,2,2,1,2,2,2,0,1,1,1,2
newsnake821@gmail.com,2,1,1,0,1,1,2,2,2,1,2,2,2,2,0,1
coldbike895@yahoo.com,0,2,2,0,1,1,1,1,0,2,2,0,2,2,2,2
hotbike829@163.com,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2
foldingjeep939@qq.com,2,1,2,2,1,2,2,2,1,2,1,1,2,1,1,1
foldingwindow786@qq.com,2,1,1,1,1,1,2,2,2,1,2,2,2,1,2,0
deeptide254@qq.com,2,2,0,2,1,2,2,1,1,1,1,1,2,2,1,2
buriedskates672@outlook.com,1,1,2,2,2,1,2,2,1,2,1,1,1,1,2,2
dailybike78@163.com,0,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2
tiredbike897@qq.com,2,1,1,0,2,1,1,1,1,2,2,2,1,2,2,2
lostbeans767@yahoo.com,0,2,2,1,2,1,2,0,1,2,2,1,1,1,2,2
