email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
foldingsnake953@outlook.com,2,0,2,2,1,1,1,2,2,1,2,0,1,2,2,0
tiredchrysler382@163.com,1,1,1,0,1,2,2,2,1,2,1,2,2,2,1,2
milkyshoes505@gmail.com,2,1,1,2,2,1,2,1,2,2,2,0,1,2,0,1
deepbread26@qq.com,0,1,2,2,2,2,1,1,0,2,1,0,2,2,0,2
foundshack747@outlook.com,2,1,2,2,1,1,2,1,0,1,2,2,1,1,2,2
slimycola683@outlook.com,1,2,1,2,1,1,2,1,2,1,2,2,1,2,1,2
foldingsub921@gmail.com,1,2,2,2,2,1,2,1,2,2,1,2,1,1,0,1
tiredwindow970@163.com,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2
extrahat856@outlook.com,1,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2
replacementcola583@163.com,1,1,2,1,2,2,2,0,2,1,1,1,2,2,1,2
mostlysnake491@qq.com,2,2,2,1,2,0,1,2,2,1,1,2,1,1,2,0
soiledtide149@qq.com,1,2,2,1,1,0,1,1,1,2,2,2,0,2,2,2
dailywindow992@gmail.com,2,0,1,2,2,1,0,2,1,2,2,2,1,1,2,0
freshytire179@outlook.com,1,1,2,1,2,2,2,2,0,2,1,2,1,1,1,2
soiledblanket478@outlook.com,1,2,2,2,2,0,1,1,1,2,2,1,1,2,1,2
milkyblanket205@yahoo.com,2,2,2,2,1,1,2,1,2,1,2,1,1,1,2,0
foldinghat165@qq.com,2,1,0,0,2,2,2,0,2,1,2,0,1,2,2,0
buriedwindow695@yahoo.com,0,0,2,2,2,1,2,1,0,2,2,0,0,1,2,2
clamyspice948@outlook.com,2,1,1,2,2,1,1,2,0,1,2,2,2,1,1,2
dailybread914@gmail.com,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2
moistcup153@163.com,2,2,2,2,2,1,1,0,1,1,0,1,2,2,0,2
newskates92@gmail.com,1,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2
slightlyshoes531@qq.com,2,1,1,2,2,1,1,2,0,1,1,2,2,2,0,2
coldchrysler584@outlook.com,1,2,2,0,2,1,1,2,0,1,2,2,2,1,1,2
coldcup974@outlook.com,2,2,2,1,1,2,2,1,0,2,1,2,1,1,1,2
buriedjug233@yahoo.com,0,2,2,1,2,2,1,1,0,2,0,2,2,2,1,0
dirtytide740@gmail.com,1,2,2,1,1,2,2,2,2,0,2,0,1,2,1,1
foldingblanket123@qq.com,1,2,2,1,0,2,1,2,2,2,1,1,2,1,2,1
dirtybeans14@163.com,2,2,1,2,1,1,2,1,0,2,1,2,1,2,2,1
hotcup894@163.com,1,1,0,2,2,2,1,1,0,1,1,2,2,2,2,2
hottide167@outlook.com,2,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2
fishybike254@qq.com,2,1,1,1,2,1,2,2,0,2,1,2,2,2,1,1
clamyshirt749@163.com,1,2,2,1,2,2,2,2,0,1,1,2,1,2,1,1
milkytire61@yahoo.com,2,2,1,1,1,2,1,2,0,0,2,2,1,2,2,1
drycup651@163.com,2,2,1,1,1,2,2,2,0,1,2,1,1,2,2,1
slimyspice279@qq.com,2,1,2,2,2,0,2,1,0,1,1,2,2,1,2,1
foundchrysler509@yahoo.com,1,0,2,1,2,1,2,2,2,0,2,2,2,1,1,1
dryjeep915@163.com,2,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1
freshywindow51@outlook.com,1,2,2,1,1,2,2,2,2,1,2,1,2,1,1,0
coldsnake27@gmail.com,2,0,2,1,2,2,1,2,0,2,2,0,2,1,1,0
deeptire624@163.com,1,1,2,2,2,0,1,2,0,1,2,1,1,2,2,2
extrachrysler814@outlook.com,2,0,0,2,2,1,1,0,2,1,2,2,2,1,1,2
foundshoes908@gmail.com,2,0,1,2,2,2,0,1,2,1,1,2,2,1,2,0
tiredskates86@yahoo.com,2,2,2,1,2,1,2,2,0,1,1,2,0,1,1,2
dailycup910@outlook.com,2,1,2,1,2,1,2,1,1,0,2,1,2,2,2,1
replacementskates447@outlook.com,1,2,1,2,2,2,1,1,2,1,1,2,2,2,1,1
replacementskates777@yahoo.com,2,0,2,2,0,2,1,1,2,2,1,1,2,1,2,1
foundshirt542@yahoo.com,2,2,1,2,2,1,1,2,1,0,1,1,2,2,2,0
fishyjeep316@yahoo.com,2,1,1,1,1,2,2,2,1,0,1,0,2,2,2,2
hotcup999@163.com,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,2
dryshoes626@gmail.com,2,2,2,1,1,2,2,1,2,1,1,0,2,2,1,1
mostlyhat50@yahoo.com,1,2,2,1,2,1,2,1,2,2,1,1,2,1,2,1
moistbike627@163.com,1,1,1,2,2,2,1,1,0,2,1,0,2,2,2,2
slightlybread907@outlook.com,1,2,1,1,2,2,1,1,2,2,1,2,1,2,2,0
lostbeans767@yahoo.com,1,2,2,1,2,1,2,1,1,2,2,0,1,1,2,2
